year,iso2,value,source,series
2012,FR,-0.054910832661028704,oecd,shr_gr
2013,FR,0.18675472353883,oecd,shr_gr
2014,FR,0.112383573893725,oecd,shr_gr
2015,FR,0.12158089377781099,oecd,shr_gr
2016,FR,-0.0763671794067744,oecd,shr_gr
2017,FR,0.17950406777721,oecd,shr_gr
2018,FR,0.026054332424037503,oecd,shr_gr
2019,FR,0.0170533968131832,oecd,shr_gr
2020,FR,-0.0708488304786012,oecd,shr_gr
2021,FR,0.256036976620956,oecd,shr_gr
1961,DE,0.0246839253461769,oecd,shr_gr
1962,DE,-0.223487074030552,oecd,shr_gr
1963,DE,-0.0349002175352313,oecd,shr_gr
1964,DE,0.148373186985496,oecd,shr_gr
1965,DE,-0.109062980030722,oecd,shr_gr
1966,DE,-0.152969348659004,oecd,shr_gr
1967,DE,0.0201289155264048,oecd,shr_gr
1968,DE,0.313823301186122,oecd,shr_gr
1969,DE,0.08884576442794441,oecd,shr_gr
1970,DE,-0.114285477537111,oecd,shr_gr
1971,DE,-0.0370131053564623,oecd,shr_gr
1972,DE,0.0965022452385455,oecd,shr_gr
1973,DE,-0.0667168769221112,oecd,shr_gr
1974,DE,-0.161297915265636,oecd,shr_gr
1975,DE,0.181213166018522,oecd,shr_gr
1976,DE,0.060007466992499,oecd,shr_gr
1977,DE,0.00496301751464893,oecd,shr_gr
1978,DE,0.0821544637736573,oecd,shr_gr
1979,DE,-0.039394073223512904,oecd,shr_gr
1980,DE,-0.0402893353562288,oecd,shr_gr
1981,DE,0.0219883750638729,oecd,shr_gr
1982,DE,0.0154841330604212,oecd,shr_gr
1983,DE,0.33474889217134396,oecd,shr_gr
1984,DE,0.140810162770323,oecd,shr_gr
1985,DE,0.360629730303245,oecd,shr_gr
1986,DE,0.40110804146986295,oecd,shr_gr
1987,DE,-0.13248030870021502,oecd,shr_gr
1988,DE,-0.16655668792922299,oecd,shr_gr
1989,DE,0.285027271127793,oecd,shr_gr
1990,DE,0.177798822509242,oecd,shr_gr
1991,DE,-0.0984577678320593,oecd,shr_gr
1992,DE,-0.041530782745115,oecd,shr_gr
1993,DE,0.057685947633648704,oecd,shr_gr
1994,DE,0.148854193165437,oecd,shr_gr
1995,DE,-0.0242371122131243,oecd,shr_gr
1996,DE,0.129485961204798,oecd,shr_gr
1997,DE,0.37006822652881904,oecd,shr_gr
1998,DE,0.27826336676616104,oecd,shr_gr
1999,DE,0.035883892400903,oecd,shr_gr
2000,DE,0.269974320461263,oecd,shr_gr
2001,DE,-0.245316851703483,oecd,shr_gr
2002,DE,-0.233550232185286,oecd,shr_gr
2003,DE,-0.224439670335193,oecd,shr_gr
2004,DE,0.230109425495897,oecd,shr_gr
2005,DE,0.15685144824952402,oecd,shr_gr
2006,DE,0.247386799245281,oecd,shr_gr
2007,DE,0.24229897015409002,oecd,shr_gr
2008,DE,-0.20473369303719602,oecd,shr_gr
2009,DE,-0.247245058193238,oecd,shr_gr
2010,DE,0.21044380976338498,oecd,shr_gr
2011,DE,0.0484955850896669,oecd,shr_gr
2012,DE,0.0035822454055646105,oecd,shr_gr
2013,DE,0.18462676034287998,oecd,shr_gr
2014,DE,0.119064174819658,oecd,shr_gr
2015,DE,0.130896339967842,oecd,shr_gr
2016,DE,-0.08106662211162,oecd,shr_gr
2017,DE,0.191952320928127,oecd,shr_gr
2018,DE,-0.0151029795273002,oecd,shr_gr
2019,DE,-0.049616598335937206,oecd,shr_gr
2020,DE,-0.005647380330067971,oecd,shr_gr
2021,DE,0.207799636918344,oecd,shr_gr
1958,IT,0.00468061674008843,oecd,shr_gr
1959,IT,0.53357084132639,oecd,shr_gr
1960,IT,0.498570407433881,oecd,shr_gr
1961,IT,0.142141664679227,oecd,shr_gr
1962,IT,-0.151806222593444,oecd,shr_gr
1963,IT,-0.135278188084687,oecd,shr_gr
1964,IT,-0.23302491103202902,oecd,shr_gr
1965,IT,-0.00946547884187081,oecd,shr_gr
1966,IT,0.183998501030542,oecd,shr_gr
1967,IT,-0.0800759613862952,oecd,shr_gr
1968,IT,-0.0147944262859112,oecd,shr_gr
1969,IT,0.116116640474943,oecd,shr_gr
1970,IT,-0.025813516896120003,oecd,shr_gr
1971,IT,-0.218403725710615,oecd,shr_gr
1972,IT,-0.05239367166632421,oecd,shr_gr
1973,IT,0.29163052905464,oecd,shr_gr
1974,IT,-0.0844384757428238,oecd,shr_gr
1975,IT,-0.257981513873814,oecd,shr_gr
1976,IT,-0.12675371786175002,oecd,shr_gr
1977,IT,-0.17191885720393899,oecd,shr_gr
1978,IT,0.0615090493105074,oecd,shr_gr
1979,IT,0.277754831188817,oecd,shr_gr
1980,IT,0.607154401907359,oecd,shr_gr
1981,IT,0.964818394879149,oecd,shr_gr
1982,IT,-0.16583988699017801,oecd,shr_gr
1983,IT,0.08264692937989601,oecd,shr_gr
1984,IT,0.100411488536694,oecd,shr_gr
1985,IT,0.570516287972174,oecd,shr_gr
1986,IT,1.11153198141741,oecd,shr_gr
1987,IT,-0.0490544766361735,oecd,shr_gr
1988,IT,-0.193798371848975,oecd,shr_gr
1989,IT,0.236277620527692,oecd,shr_gr
1990,IT,0.006853301452019081,oecd,shr_gr
1991,IT,-0.15293081569799,oecd,shr_gr
1992,IT,-0.16812876048488398,oecd,shr_gr
1993,IT,0.18474703884845098,oecd,shr_gr
1994,IT,0.24689866438639801,oecd,shr_gr
1995,IT,-0.0836587378595314,oecd,shr_gr
1996,IT,0.00615801219736931,oecd,shr_gr
1997,IT,0.36894591698841,oecd,shr_gr
1998,IT,0.60105684825045,oecd,shr_gr
1999,IT,0.11335780503878701,oecd,shr_gr
2000,IT,0.29868866876579403,oecd,shr_gr
2001,IT,-0.18844690500656602,oecd,shr_gr
2002,IT,-0.20687825084793202,oecd,shr_gr
2003,IT,-0.097945462926308,oecd,shr_gr
2004,IT,0.151362494251696,oecd,shr_gr
2005,IT,0.189860420232515,oecd,shr_gr
2006,IT,0.157236276435462,oecd,shr_gr
2007,IT,0.0972130352651671,oecd,shr_gr
2008,IT,-0.306156059321669,oecd,shr_gr
2009,IT,-0.284468406747225,oecd,shr_gr
2010,IT,0.0614201543843442,oecd,shr_gr
2011,IT,-0.0866313687647458,oecd,shr_gr
2012,IT,-0.155906221841615,oecd,shr_gr
2013,IT,0.14691745916436602,oecd,shr_gr
2014,IT,0.18504040808646602,oecd,shr_gr
2015,IT,0.10343487354336199,oecd,shr_gr
2016,IT,-0.167259446711944,oecd,shr_gr
2017,IT,0.21626595516702002,oecd,shr_gr
2018,IT,0.0258074609885623,oecd,shr_gr
2019,IT,9.01210650522889e-4,oecd,shr_gr
2020,IT,-0.0629467031416135,oecd,shr_gr
2021,IT,0.24952472201956902,oecd,shr_gr
1960,JP,0.35918563365385703,oecd,shr_gr
1961,JP,0.387165673496449,oecd,shr_gr
1962,JP,-0.083589718639188,oecd,shr_gr
1963,JP,0.014931199680202002,oecd,shr_gr
1964,JP,-0.123295680081727,oecd,shr_gr
1965,JP,-0.0507556666222091,oecd,shr_gr
1966,JP,0.233907555101996,oecd,shr_gr
1967,JP,-0.0454790629101564,oecd,shr_gr
1968,JP,0.09398280262575441,oecd,shr_gr
1969,JP,0.27015815400570403,oecd,shr_gr
1970,JP,0.0822892702868208,oecd,shr_gr
1971,JP,0.0986904816519608,oecd,shr_gr
1972,JP,0.57232532244595,oecd,shr_gr
1973,JP,0.28341482270529,oecd,shr_gr
1974,JP,-0.152556167633832,oecd,shr_gr
1975,JP,0.0146611176524849,oecd,shr_gr
1976,JP,0.114642324290504,oecd,shr_gr
1977,JP,0.0869111530102623,oecd,shr_gr
1978,JP,0.0994758389335801,oecd,shr_gr
1979,JP,0.0833898726961049,oecd,shr_gr
1980,JP,0.0541242604975534,oecd,shr_gr
1981,JP,0.163151021297763,oecd,shr_gr
1982,JP,-0.0044155314277944105,oecd,shr_gr
1983,JP,0.178735734245249,oecd,shr_gr
1984,JP,0.26069612021787597,oecd,shr_gr
1985,JP,0.22148647047528003,oecd,shr_gr
1986,JP,0.328487008409643,oecd,shr_gr
1987,JP,0.47867627018680997,oecd,shr_gr
1988,JP,0.08900407669481661,oecd,shr_gr
1989,JP,0.20487777802099502,oecd,shr_gr
1990,JP,-0.15105757333328199,oecd,shr_gr
1991,JP,-0.155194360765344,oecd,shr_gr
1992,JP,-0.259494864737107,oecd,shr_gr
1993,JP,0.11698617802595002,oecd,shr_gr
1994,JP,0.049436682032287196,oecd,shr_gr
1995,JP,-0.136642246909489,oecd,shr_gr
1996,JP,0.16294507855836501,oecd,shr_gr
1997,JP,-0.131223769726878,oecd,shr_gr
1998,JP,-0.155182127048933,oecd,shr_gr
1999,JP,0.175720914839482,oecd,shr_gr
2000,JP,0.117221642806361,oecd,shr_gr
2001,JP,-0.22798233741734802,oecd,shr_gr
2002,JP,-0.180617038072206,oecd,shr_gr
2003,JP,-0.0624388832387946,oecd,shr_gr
2004,JP,0.219398550704904,oecd,shr_gr
2005,JP,0.133614275494533,oecd,shr_gr
2006,JP,0.28257003754861,oecd,shr_gr
2007,JP,0.021183934922952,oecd,shr_gr
2008,JP,-0.284980842374002,oecd,shr_gr
2009,JP,-0.269263240563491,oecd,shr_gr
2010,JP,0.0208854910849227,oecd,shr_gr
2011,JP,-0.0726184254555981,oecd,shr_gr
2012,JP,-0.0638696396481319,oecd,shr_gr
2013,JP,0.458823261917445,oecd,shr_gr
2014,JP,0.125943408479451,oecd,shr_gr
2015,JP,0.227076835052878,oecd,shr_gr
2016,JP,-0.1255528296444,oecd,shr_gr
2017,JP,0.196505788363071,oecd,shr_gr
2018,JP,0.065391530789428,oecd,shr_gr
2019,JP,-0.0776394911420197,oecd,shr_gr
2020,JP,0.00120900536581008,oecd,shr_gr
2021,JP,0.22215391873020898,oecd,shr_gr
1959,GB,0.368813727928376,oecd,shr_gr
1960,GB,0.20857558139534899,oecd,shr_gr
1961,GB,0.0308177991581482,oecd,shr_gr
1962,GB,-0.0683972582762142,oecd,shr_gr
1963,GB,0.130713838447088,oecd,shr_gr
1964,GB,0.0661774885781534,oecd,shr_gr
1965,GB,-0.0586936761459556,oecd,shr_gr
1966,GB,0.0089667540350396,oecd,shr_gr
1967,GB,0.0674049767569046,oecd,shr_gr
1968,GB,0.412450365057,oecd,shr_gr
1969,GB,-0.00988482814908853,oecd,shr_gr
1970,GB,-0.11448983330280299,oecd,shr_gr
1971,GB,0.177182457592056,oecd,shr_gr
1972,GB,0.276425621650118,oecd,shr_gr
1973,GB,-0.13581606663454202,oecd,shr_gr
1974,GB,-0.41110403058786,oecd,shr_gr
1975,GB,0.24942513188150903,oecd,shr_gr
1976,GB,0.197791490743748,oecd,shr_gr
1977,GB,0.281995661605206,oecd,shr_gr
1978,GB,0.126692047377327,oecd,shr_gr
1979,GB,0.13628684062324,oecd,shr_gr
1980,GB,0.0687262514455642,oecd,shr_gr
1981,GB,0.12784046993352902,oecd,shr_gr
1982,GB,0.158625730994152,oecd,shr_gr
1983,GB,0.262066246056782,oecd,shr_gr
1984,GB,0.18715068759210202,oecd,shr_gr
1985,GB,0.19803945778766402,oecd,shr_gr
1986,GB,0.21489206888371498,oecd,shr_gr
1987,GB,0.28017415072012003,oecd,shr_gr
1988,GB,-0.11382091742117399,oecd,shr_gr
1989,GB,0.206877347700478,oecd,shr_gr
1990,GB,0.0227213006161992,oecd,shr_gr
1991,GB,0.10828485987672799,oecd,shr_gr
1992,GB,0.0387368251360809,oecd,shr_gr
1993,GB,0.155708878958851,oecd,shr_gr
1994,GB,0.06165500913719361,oecd,shr_gr
1995,GB,0.06623341427965611,oecd,shr_gr
1996,GB,0.142691768127203,oecd,shr_gr
1997,GB,0.22528507930360403,oecd,shr_gr
1998,GB,0.20048962611245,oecd,shr_gr
1999,GB,0.115618834793157,oecd,shr_gr
2000,GB,0.014071566753581,oecd,shr_gr
2001,GB,-0.127524002334507,oecd,shr_gr
2002,GB,-0.172539806447618,oecd,shr_gr
2003,GB,-0.11984911512762199,oecd,shr_gr
2004,GB,0.11687793591522301,oecd,shr_gr
2005,GB,0.140454383431821,oecd,shr_gr
2006,GB,0.148611629380621,oecd,shr_gr
2007,GB,0.0812956014256186,oecd,shr_gr
2008,GB,-0.161747386427026,oecd,shr_gr
2009,GB,-0.149504052474708,oecd,shr_gr
2010,GB,0.197576159552005,oecd,shr_gr
2011,GB,0.0407922933581282,oecd,shr_gr
2012,GB,0.00883987624846855,oecd,shr_gr
2013,GB,0.127023630180083,oecd,shr_gr
2014,GB,0.0328122080124195,oecd,shr_gr
2015,GB,-0.013180210555665699,oecd,shr_gr
2016,GB,-0.0185382427468954,oecd,shr_gr
2017,GB,0.139967828164184,oecd,shr_gr
2018,GB,-0.0031755629941027,oecd,shr_gr
2019,GB,-0.010371330993520101,oecd,shr_gr
2020,GB,-0.137739175911495,oecd,shr_gr
2021,GB,0.11502067932056001,oecd,shr_gr
1958,US,0.033659270402407,oecd,shr_gr
1959,US,0.285246498089867,oecd,shr_gr
1960,US,-0.0219391365888182,oecd,shr_gr
1961,US,0.11881331403762699,oecd,shr_gr
1962,US,-0.07502263614021511,oecd,shr_gr
1963,US,0.117186407495455,oecd,shr_gr
1964,US,0.16490431080654103,oecd,shr_gr
1965,US,0.0817952709528144,oecd,shr_gr
1966,US,-0.026162879603483902,oecd,shr_gr
1967,US,0.10003387081799801,oecd,shr_gr
1968,US,0.0905753147230252,oecd,shr_gr
1969,US,-0.012715465952685101,oecd,shr_gr
1970,US,-0.163722625677424,oecd,shr_gr
1971,US,0.186059994958164,oecd,shr_gr
1972,US,0.111971236322951,oecd,shr_gr
1973,US,-0.0477012495956114,oecd,shr_gr
1974,US,-0.236484158179846,oecd,shr_gr
1975,US,0.0431765709160089,oecd,shr_gr
1976,US,0.19086774534055,oecd,shr_gr
1977,US,-0.0142220514710926,oecd,shr_gr
1978,US,2.71302224504491e-4,oecd,shr_gr
1979,US,0.0860565596742174,oecd,shr_gr
1980,US,0.167786740695615,oecd,shr_gr
1981,US,0.0867515753223502,oecd,shr_gr
1982,US,-0.0687250717368921,oecd,shr_gr
1983,US,0.34395777269375205,oecd,shr_gr
1984,US,-0.00224087462378986,oecd,shr_gr
1985,US,0.169479021799766,oecd,shr_gr
1986,US,0.258144944107326,oecd,shr_gr
1987,US,0.18899128448372002,oecd,shr_gr
1988,US,-0.0729015502874949,oecd,shr_gr
1989,US,0.200750904903019,oecd,shr_gr
1990,US,0.0189689046037699,oecd,shr_gr
1991,US,0.124905664454629,oecd,shr_gr
1992,US,0.10991039009285201,oecd,shr_gr
1993,US,0.0898002075727288,oecd,shr_gr
1994,US,0.0182111818324518,oecd,shr_gr
1995,US,0.145712154439718,oecd,shr_gr
1996,US,0.230187707170014,oecd,shr_gr
1997,US,0.274648453960281,oecd,shr_gr
1998,US,0.20527069997781,oecd,shr_gr
1999,US,0.125216589137558,oecd,shr_gr
2000,US,0.0393222834497376,oecd,shr_gr
2001,US,-0.058730529452893906,oecd,shr_gr
2002,US,-0.128502726350453,oecd,shr_gr
2003,US,-0.023881390309102503,oecd,shr_gr
2004,US,0.21390616274539798,oecd,shr_gr
2005,US,0.111182231244959,oecd,shr_gr
2006,US,0.137200486682564,oecd,shr_gr
2007,US,0.15435285375805,oecd,shr_gr
2008,US,-0.16674646688596098,oecd,shr_gr
2009,US,-0.24220945112140999,oecd,shr_gr
2010,US,0.18645549403383702,oecd,shr_gr
2011,US,0.0892209810722062,oecd,shr_gr
2012,US,0.0173271922572477,oecd,shr_gr
2013,US,0.17676341268302,oecd,shr_gr
2014,US,0.130768638332944,oecd,shr_gr
2015,US,0.00191834206200362,oecd,shr_gr
2016,US,-0.0276086351481483,oecd,shr_gr
2017,US,0.14066662931724902,oecd,shr_gr
2018,US,0.0675313577650508,oecd,shr_gr
2019,US,0.017498493196843098,oecd,shr_gr
2020,US,-0.0174883629333151,oecd,shr_gr
2021,US,0.285347843891979,oecd,shr_gr
1956,US,0.01525054,oecd,cpi_gr
1957,US,0.03341508,oecd,cpi_gr
1958,US,0.02729161,oecd,cpi_gr
1959,US,0.010106839999999999,oecd,cpi_gr
1960,US,0.014579759999999999,oecd,cpi_gr
1961,US,0.01070724,oecd,cpi_gr
1962,US,0.01198773,oecd,cpi_gr
1963,US,0.012396689999999998,oecd,cpi_gr
1964,US,0.012789120000000001,oecd,cpi_gr
1965,US,0.01585169,oecd,cpi_gr
1966,US,0.03015075,oecd,cpi_gr
1967,US,0.02772786,oecd,cpi_gr
1968,US,0.04271796,oecd,cpi_gr
1969,US,0.05462386,oecd,cpi_gr
1970,US,0.058382550000000005,oecd,cpi_gr
1971,US,0.04292767,oecd,cpi_gr
1972,US,0.03272278,oecd,cpi_gr
1973,US,0.0617776,oecd,cpi_gr
1974,US,0.11054800000000001,oecd,cpi_gr
1975,US,0.09143147000000001,oecd,cpi_gr
1976,US,0.05744812,oecd,cpi_gr
1977,US,0.06501684,oecd,cpi_gr
1978,US,0.07630964,oecd,cpi_gr
1979,US,0.1125447,oecd,cpi_gr
1980,US,0.135492,oecd,cpi_gr
1981,US,0.1033471,oecd,cpi_gr
1982,US,0.061314270000000004,oecd,cpi_gr
1983,US,0.03212435,oecd,cpi_gr
1984,US,0.04300536,oecd,cpi_gr
1985,US,0.03545644,oecd,cpi_gr
1986,US,0.01898048,oecd,cpi_gr
1987,US,0.03664563,oecd,cpi_gr
1988,US,0.04077740999999999,oecd,cpi_gr
1989,US,0.048270030000000005,oecd,cpi_gr
1990,US,0.053979559999999996,oecd,cpi_gr
1991,US,0.042349639999999994,oecd,cpi_gr
1992,US,0.0302882,oecd,cpi_gr
1993,US,0.02951657,oecd,cpi_gr
1994,US,0.026074419999999997,oecd,cpi_gr
1995,US,0.028054199999999998,oecd,cpi_gr
1996,US,0.02931204,oecd,cpi_gr
1997,US,0.0233769,oecd,cpi_gr
1998,US,0.01552279,oecd,cpi_gr
1999,US,0.02188027,oecd,cpi_gr
2000,US,0.033768570000000005,oecd,cpi_gr
2001,US,0.02826171,oecd,cpi_gr
2002,US,0.01586032,oecd,cpi_gr
2003,US,0.02270095,oecd,cpi_gr
2004,US,0.02677237,oecd,cpi_gr
2005,US,0.03392747,oecd,cpi_gr
2006,US,0.03225944,oecd,cpi_gr
2007,US,0.028526729999999997,oecd,cpi_gr
2008,US,0.038391,oecd,cpi_gr
2009,US,-0.003555463,oecd,cpi_gr
2010,US,0.01640043,oecd,cpi_gr
2011,US,0.03156842,oecd,cpi_gr
2012,US,0.02069337,oecd,cpi_gr
2013,US,0.014648330000000001,oecd,cpi_gr
2014,US,0.01622223,oecd,cpi_gr
2015,US,0.001186271,oecd,cpi_gr
2016,US,0.01261583,oecd,cpi_gr
2017,US,0.021301100000000003,oecd,cpi_gr
2018,US,0.02442583,oecd,cpi_gr
2019,US,0.018122100000000002,oecd,cpi_gr
2020,US,0.01233584,oecd,cpi_gr
2021,US,0.04697859,oecd,cpi_gr
1956,FR,0.01897315,oecd,cpi_gr
1957,FR,0.030576690000000004,oecd,cpi_gr
1958,FR,0.1526053,oecd,cpi_gr
1959,FR,0.05815256,oecd,cpi_gr
1960,FR,0.04139938,oecd,cpi_gr
1961,FR,0.02400457,oecd,cpi_gr
1962,FR,0.05331275,oecd,cpi_gr
1963,FR,0.04999166,oecd,cpi_gr
1964,FR,0.03211191,oecd,cpi_gr
1965,FR,0.02703119,oecd,cpi_gr
1966,FR,0.02601979,oecd,cpi_gr
1967,FR,0.02791785,oecd,cpi_gr
1968,FR,0.04543192,oecd,cpi_gr
1969,FR,0.060459740000000005,oecd,cpi_gr
1970,FR,0.05299646,oecd,cpi_gr
1971,FR,0.053975140000000005,oecd,cpi_gr
1972,FR,0.06063004,oecd,cpi_gr
1973,FR,0.07380597,oecd,cpi_gr
1974,FR,0.13649319999999998,oecd,cpi_gr
1975,FR,0.11685930000000001,oecd,cpi_gr
1976,FR,0.09625493,oecd,cpi_gr
1977,FR,0.09494556,oecd,cpi_gr
1978,FR,0.09250559000000001,oecd,cpi_gr
1979,FR,0.10646739999999999,oecd,cpi_gr
1980,FR,0.13562580000000002,oecd,cpi_gr
1981,FR,0.13314399999999998,oecd,cpi_gr
1982,FR,0.1197848,oecd,cpi_gr
1983,FR,0.09459548,oecd,cpi_gr
1984,FR,0.07673803,oecd,cpi_gr
1985,FR,0.05831099,oecd,cpi_gr
1986,FR,0.02538527,oecd,cpi_gr
1987,FR,0.03288898,oecd,cpi_gr
1988,FR,0.027008169999999998,oecd,cpi_gr
1989,FR,0.03498302,oecd,cpi_gr
1990,FR,0.03194282,oecd,cpi_gr
1991,FR,0.03213407,oecd,cpi_gr
1992,FR,0.0236376,oecd,cpi_gr
1993,FR,0.021044629999999998,oecd,cpi_gr
1994,FR,0.01655515,oecd,cpi_gr
1995,FR,0.01796481,oecd,cpi_gr
1996,FR,0.01982884,oecd,cpi_gr
1997,FR,0.01203943,oecd,cpi_gr
1998,FR,0.006511268999999999,oecd,cpi_gr
1999,FR,0.005371416,oecd,cpi_gr
2000,FR,0.0167596,oecd,cpi_gr
2001,FR,0.01634781,oecd,cpi_gr
2002,FR,0.01923412,oecd,cpi_gr
2003,FR,0.020984720000000002,oecd,cpi_gr
2004,FR,0.0214209,oecd,cpi_gr
2005,FR,0.01745869,oecd,cpi_gr
2006,FR,0.01675125,oecd,cpi_gr
2007,FR,0.01487998,oecd,cpi_gr
2008,FR,0.02812862,oecd,cpi_gr
2009,FR,8.762048000000001e-4,oecd,cpi_gr
2010,FR,0.01531123,oecd,cpi_gr
2011,FR,0.02111598,oecd,cpi_gr
2012,FR,0.01954195,oecd,cpi_gr
2013,FR,0.008637155,oecd,cpi_gr
2014,FR,0.005077587999999999,oecd,cpi_gr
2015,FR,3.751438e-4,oecd,cpi_gr
